collection_kit_id	ck_number	sample_id	sample_number	sample_type	usage_type	container	additional_info	scheduled_date	ck_collection_date	ck_collect_time	collected_date	collected_time	collection_method	animal_id	diet_no	recipe_number	recipe_change_number	material_number	lot_number	substance_number	substance_change_number	date_code	batch_code	formula_req_info_id	test_id	test_number	cp_phase	test_day	test_num_or_med_test_name	primary_investigator	requester_name	ck_is_deleted	sample_is_deleted	sent_to_lab_date	is_partial	sample_created_date	sample_modified_date	received_by	storage_condition	sample_status	special_instructions	io_number	io_description	instructions_to_lab	ck_location	sample_location	analysis_lab	is_result_completed	work_plan_number	work_plan_name	work_plan_type	chamber_name	pull_number	physcl_anlys_type	work_plan_investigator	shipment_tracking_no	po_number	priority	is_rush_smpl	ext_lab_sample_num	non_compliant	restriction_name	prep_mthd_id	prepmethod	year	month	dag_id	dag_run_id	dr_load_date
58035815	B-50179272	2197434	B-50179272-009S	Blood	Secondary	Cryovial 1.8 mL		2020-02-27	2020-02-27	pre feeding	2020-02-27		NA	14641											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-30	N	2019-11-21	2020-03-30			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				Metabolon Inc	No								1Z6912930160070942	 7000008276	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035602	B-50179059	2196154	B-50179059-001P	Blood	Primary	Serum Separator Tube 4 mL		2020-01-23	2020-01-23	pre feeding	2020-01-23		NA	13945											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-02-03	Chelly Sumner	Wet Ice	Disposed	ICE, Aseptic	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035604	B-50179061	2196176	B-50179061-011S	Blood	Secondary	Cryovial 1.8 mL		2020-02-27	2020-02-27	pre feeding	2020-02-27		NA	13945											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-02-27			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035606	B-50179063	2196178	B-50179063-001P	Blood	Primary	Serum Separator Tube 4 mL		2020-01-24	2020-01-24	pre feeding	2020-01-24	7:31 AM	NA	13838											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-02-03	Chelly Sumner	Wet Ice	Disposed	ICE, Aseptic	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035606	B-50179063	2196183	B-50179063-006S	Blood	Secondary	Cryovial 1.8 mL		2020-01-24	2020-01-24	pre feeding	2020-01-24		NA	13838											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-11	N	2019-11-21	2020-03-15			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation			Upright -70C #10 - Shelf 5 - Shelf 5	IDEXX Reference Labs	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035606	B-50179063	2196187	B-50179063-010S	Blood	Secondary	Cryovial 1.8 mL		2020-01-24	2020-01-24	pre feeding	2020-01-24		NA	13838											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-23	N	2019-11-21	2020-03-23			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				MLM Medical Lab (formerly MD Biosciences)	No								1Z6912930160779688	 7000008171	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035608	B-50179065	2196201	B-50179065-012S	Blood	Secondary	Cryovial 2 mL		2020-02-28	2020-02-28	pre feeding	2020-02-28		NA	13838											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2022-03-21	N	2019-11-21	2023-03-30	Rachel Eichman		Available		101186	101186 Gastrointestinal Investigation			LSL-80#19 - 4 - 4	A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035610	B-50179067	2196208	B-50179067-007S	Blood	Secondary	Cryovial 1.8 mL		2020-01-23	2020-01-23	pre feeding	2020-01-23		NA	6909											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-05-07	N	2019-11-21	2023-05-30	Hongwang Wang		Available		101186	101186 Gastrointestinal Investigation			ARL Upright -80C #2 - 2 - ALL	C9-Analytical Research Lab	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035610	B-50179067	2196212	B-50179067-011S	Blood	Secondary	Cryovial 1.8 mL		2020-01-23	2020-01-23	pre feeding	2020-01-23		NA	6909											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-01-23			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035610	B-50179067	2196213	B-50179067-012S	Blood	Secondary	Cryovial 2 mL		2020-01-23	2020-01-23	pre feeding	2020-01-23		NA	6909											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2022-03-21	N	2019-11-21	2023-03-30	Rachel Eichman		Available		101186	101186 Gastrointestinal Investigation			LSL-80#19 - 4 - 4	A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035610	B-50179067	2256898	B-50179067-013S	Blood	Secondary	Centrifuge Tube 1.5mL		2020-01-23	2020-01-23	pre feeding	2020-07-20	0hr	NA	6909											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2020-07-20	2020-07-20	Selena Tavener		Available		101186	101186 Gastrointestinal Investigation			GEN-70 - All - 1		No										A1	No		No		865	PAXGene Prep	2020	7	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035612	B-50179069	2196217	B-50179069-004P	Blood	Primary	RNA PaxGene Tube 2.5 mL		2020-02-27	2020-02-27	pre feeding	2020-02-27	7:45 AM	NA	6909											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-07-20	N	2019-11-21	2020-07-20	Selena Tavener		Disposed		101186	101186 Gastrointestinal Investigation			GEN-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035613	B-50179070	2196230	B-50179070-005P	Blood	Primary	Hemogard 2mL with Inhibitors		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	15306											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-20	Chelly Sumner	Wet Ice	Disposed	ICE	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035615	B-50179072	2196245	B-50179072-008S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	13869											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2023-10-05			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035617	B-50179074	2196259	B-50179074-010S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	13827											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-23	N	2019-11-21	2020-03-23			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				MLM Medical Lab (formerly MD Biosciences)	No								1Z6912930160779688	 7000008171	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035621	B-50179078	2196281	B-50179078-008S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	14683											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2023-10-05			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035623	B-50179080	2196291	B-50179080-006S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	17237											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-11	N	2019-11-21	2020-03-15			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation			Upright -70C #10 - Shelf 5 - Shelf 5	IDEXX Reference Labs	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035623	B-50179080	2196295	B-50179080-010S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	17237											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-23	N	2019-11-21	2020-03-23			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				MLM Medical Lab (formerly MD Biosciences)	No								1Z6912930160779688	 7000008171	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035625	B-50179082	2196309	B-50179082-012S	Blood	Secondary	Cryovial 2 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	13839											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2022-03-21	N	2019-11-21	2023-03-13	Rachel Eichman		Available		101186	101186 Gastrointestinal Investigation			LSL-80#19 - 4 - 4	A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035627	B-50179084	2196315	B-50179084-006S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	15181											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-11	N	2019-11-21	2020-03-15			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation			Upright -70C #10 - Shelf 5 - Shelf 5	IDEXX Reference Labs	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035627	B-50179084	2196320	B-50179084-011S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	15181											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-19			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035631	B-50179088	2196337	B-50179088-004P	Blood	Primary	RNA PaxGene Tube 2.5 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	14681											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2019-12-19	N	2019-11-21	2020-08-21	Rachel Rusk		Available		101186	101186 Gastrointestinal Investigation			LSL-80 #12 - 3 - 3	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035631	B-50179088	2196342	B-50179088-009S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	14681											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-30	N	2019-11-21	2020-03-30			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				Metabolon Inc	No								1Z6912930160070942	 7000008276	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035635	B-50179092	2196364	B-50179092-007S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	13829											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-05-07	N	2019-11-21	2023-05-30	Hongwang Wang		Available		101186	101186 Gastrointestinal Investigation			ARL Upright -80C #2 - 2 - ALL	C9-Analytical Research Lab	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035639	B-50179096	2196384	B-50179096-003P	Blood	Primary	EDTA Tube 2 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	15078											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-03-06	Chelly Sumner		Disposed		101186	101186 Gastrointestinal Investigation				A3-Clinical	Partially Available										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035639	B-50179096	2196392	B-50179096-011S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	15078											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-19			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035641	B-50179098	2196395	B-50179098-002P	Blood	Primary	Serum Separator Tube 4 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	7068											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-26	Chelly Sumner	Wet Ice	Disposed	ICE, Chem	101186	101186 Gastrointestinal Investigation				A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035643	B-50179100	2196406	B-50179100-001P	Blood	Primary	Serum Separator Tube 4 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	15069											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2019-12-19	N	2019-11-21	2019-12-19	Rachel Rusk	Wet Ice	Disposed	ICE, Aseptic	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035650	B-50179107	2196446	B-50179107-005P	Blood	Primary	Hemogard 2mL with Inhibitors		2019-12-20	2019-12-20	pre feeding	2019-12-20	7:48 AM	NA	14685											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-20	Chelly Sumner	Wet Ice	Disposed	ICE	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035650	B-50179107	2196447	B-50179107-006S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	14685											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-11	N	2019-11-21	2020-03-15			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation			Upright -70C #10 - Shelf 5 - Shelf 5	IDEXX Reference Labs	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035652	B-50179109	2196463	B-50179109-010S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	14643											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-23	N	2019-11-21	2020-03-23			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				MLM Medical Lab (formerly MD Biosciences)	No								1Z6912930160779688	 7000008171	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035658	B-50179115	2196495	B-50179115-006S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	13946											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-11	N	2019-11-21	2020-03-15			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation			Upright -70C #10 - Shelf 5 - Shelf 5	IDEXX Reference Labs	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035660	B-50179117	2196510	B-50179117-009S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	14699											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-30	N	2019-11-21	2020-03-30			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				Metabolon Inc	No								1Z6912930160070942	 7000008276	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035664	B-50179121	2196536	B-50179121-011S	Blood	Secondary	Cryovial 1.8 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	17158											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-20			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035667	B-50179124	2196539	B-50179124-002P	Blood	Primary	Serum Separator Tube 4 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	13945											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2019-12-26	Chelly Sumner	Wet Ice	Disposed	ICE, Chem	101186	101186 Gastrointestinal Investigation				A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035667	B-50179124	2196544	B-50179124-007S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	13945											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-05-07	N	2019-11-21	2023-05-30	Hongwang Wang		Available		101186	101186 Gastrointestinal Investigation			ARL Upright -80C #2 - 2 - ALL	C9-Analytical Research Lab	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035669	B-50179126	2196553	B-50179126-004P	Blood	Primary	RNA PaxGene Tube 2.5 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20		NA	13838											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-07-20	N	2019-11-21	2020-07-20	Selena Tavener		Disposed		101186	101186 Gastrointestinal Investigation			GEN-70 - All - 1	B1-Life Sciences	No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035673	B-50179130	2196576	B-50179130-003P	Blood	Primary	EDTA Tube 2 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	13796											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-03-06	Chelly Sumner		Disposed		101186	101186 Gastrointestinal Investigation				A3-Clinical	Partially Available										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035677	B-50179134	2196598	B-50179134-001P	Blood	Primary	Serum Separator Tube 4 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	14641											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2019-12-19	N	2019-11-21	2019-12-19	Rachel Rusk	Wet Ice	Disposed	ICE, Aseptic	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035677	B-50179134	2196606	B-50179134-009S	Blood	Secondary	Cryovial 1.8 mL		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	14641											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-30	N	2019-11-21	2020-03-30			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				Metabolon Inc	No								1Z6912930160070942	 7000008276	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035681	B-50179138	2196624	B-50179138-003P	Blood	Primary	EDTA Tube 2 mL		2019-12-20	2019-12-20	pre feeding	2019-12-20	7:48 AM	NA	16241											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2020-03-06	Chelly Sumner		Disposed		101186	101186 Gastrointestinal Investigation				A3-Clinical	Partially Available										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035683	B-50179140	2196638	B-50179140-005P	Blood	Primary	Hemogard 2mL with Inhibitors		2019-12-19	2019-12-19	pre feeding	2019-12-19		NA	16250											95400	105536	Pre-Feed	27	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2019-12-19	N	2019-11-21	2019-12-19	Rachel Rusk	Wet Ice	Disposed	ICE	101186	101186 Gastrointestinal Investigation					No										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035689	B-50179146	2196681	B-50179146-012S	Blood	Secondary	Cryovial 2 mL		2020-02-28	2020-02-28	pre feeding	2020-02-28		NA	13973											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2022-03-21	N	2019-11-21	2023-03-30	Rachel Eichman		Available		101186	101186 Gastrointestinal Investigation			LSL-80#19 - 4 - 4	A3-Clinical	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035691	B-50179148	2196690	B-50179148-009S	Blood	Secondary	Cryovial 1.8 mL		2020-01-24	2020-01-24	pre feeding	2020-01-24		NA	7795											95400	105536	Treatment (test)	34	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0	2020-03-30	N	2019-11-21	2020-03-30			Sent to Lab (External)		101186	101186 Gastrointestinal Investigation				Metabolon Inc	No								1Z6912930160070942	 7000008276	A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
58035693	B-50179150	2196701	B-50179150-008S	Blood	Secondary	Cryovial 1.8 mL		2020-02-28	2020-02-28	pre feeding	2020-02-28		NA	7795											95400	105536	Treatment (test)	69	FP885.1.1.0-A-C-D-ADH-MULTI-112-MULTI	Matthew Jackson	Matthew Jackson	0	0		N	2019-11-21	2023-10-05			Available		101186	101186 Gastrointestinal Investigation			PRO-70 - All - 1	B1-Life Sciences	Yes										A1	No		No				2019	11	hills-rd-etl-spark-demo	manual__2024-12-09T21:15:45.864051+00:00	2024-12-09 21:42:24.000 -0500
